COD_TOURNEY_ID,DES_TOURNEY_NAME,DES_TOURNEY_LEVEL,NUM_TOURNEY_DRAW_SIZE,DES_TOURNEY_SURFACE,FLAG_TOURNEY_IS_INDOOR,REF_YEAR,DATE_INGESTION
1977-560,US Open,G,128.0,Clay,False,1977,2026-08-22
1977-580,Australian Open,G,64.0,Grass,False,1977,2026-08-22
1977-581,Australian Open-2,G,64.0,Grass,False,1977,2026-08-22
1977-605,Masters,M,8.0,Carpet,True,1978,2026-08-22
1977-610,Dallas WCT,A,8.0,Carpet,True,1977,2026-08-22
1977-652,St. Louis WCT,A,16.0,Carpet,True,1977,2026-08-22
1977-656,Jackson,A,16.0,Carpet,True,1977,2026-08-22
1977-657,Hampton,A,32.0,Carpet,True,1977,2026-08-22
1977-660,Little Rock,A,32.0,Carpet,True,1977,2026-08-22
1977-663,Louisville,A,64.0,Clay,False,1977,2026-08-22
1977-674,Virginia Beach,A,16.0,Clay,False,1977,2026-08-22
1977-681,Miami,A,32.0,Clay,False,1977,2026-08-22
1977-682,Springfield,A,32.0,Carpet,True,1977,2026-08-22
1977-705,North Conway,A,64.0,Clay,False,1977,2026-08-22
1977-707,South Orange,A,32.0,Clay,False,1977,2026-08-22
1977-710,Washington Indoor,A,32.0,Carpet,True,1977,2026-08-22
1977-716,Dayton,A,32.0,Carpet,True,1977,2026-08-22
1977-722,Buenos Aires,A,16.0,Clay,False,1977,2026-08-22
1977-729,Palm Springs,A,64.0,Hard,False,1977,2026-08-22
1977-7308,Adelaide,A,64.0,Grass,False,1977,2026-08-22
1977-802,Richmond WCT,A,16.0,Carpet,True,1977,2026-08-22
1977-807,Mexico City WCT,A,16.0,Hard,False,1977,2026-08-22
1977-810,Zurich,A,32.0,Hard,False,1977,2026-08-22
1977-813,La Costa,A,64.0,Hard,False,1977,2026-08-22
1977-816,Baltimore,A,32.0,Carpet,True,1977,2026-08-22
1977-9205,Hartford,A,6.0,Carpet,True,1977,2026-08-22
1977-9340,World Invitational Classic,A,4.0,Clay,False,1977,2026-08-22
1978-1506,Birmingham WCT,A,32.0,Carpet,True,1978,2026-08-22
1978-1725,Pepsi Grand Slam,A,16.0,Clay,False,1978,2026-08-22
1978-205,Lagos,A,32.0,Clay,False,1978,2026-08-22
1978-206,Cairo,A,16.0,Clay,False,1978,2026-08-22
1978-254,Johannesburg,A,32.0,Hard,False,1978,2026-08-22
1978-277,Berlin,A,32.0,Clay,False,1978,2026-08-22
1978-280,Guadalajara,A,32.0,Clay,False,1978,2026-08-22
1978-295,Mexico City,A,32.0,Clay,False,1978,2026-08-22
1978-303,Buenos Aires,A,32.0,Clay,False,1978,2026-08-22
1978-305,Nice,A,32.0,Clay,False,1978,2026-08-22
1978-308,Munich,A,32.0,Clay,False,1978,2026-08-22
1978-309,Madrid,A,64.0,Clay,False,1978,2026-08-22
1978-310,Florence,A,32.0,Clay,False,1978,2026-08-22
1978-311,Queen's Club,A,64.0,Grass,False,1978,2026-08-22
1978-312,Bologna,A,32.0,Carpet,True,1978,2026-08-22
1978-314,Gstaad,A,32.0,Clay,False,1978,2026-08-22
1978-315,Newport,A,32.0,Grass,False,1978,2026-08-22
1978-316,Bastad,A,32.0,Clay,False,1978,2026-08-22
1978-317,Hilversum,A,32.0,Clay,False,1978,2026-08-22
1978-319,Kitzbuhel,A,32.0,Clay,False,1978,2026-08-22
1978-320,Cleveland,A,32.0,Hard,False,1978,2026-08-22
1978-321,Stuttgart Outdoor,A,32.0,Clay,False,1978,2026-08-22
1978-324,Maui,A,32.0,Hard,False,1978,2026-08-22
1978-326,Brisbane,A,32.0,Grass,False,1978,2026-08-22
1978-328,Basel,A,32.0,Hard,False,1978,2026-08-22
1978-329,Osaka,A,64.0,Clay,False,1978,2026-08-22
1978-332,Cologne,A,32.0,Hard,False,1978,2026-08-22
1978-333,Taipei,A,32.0,Carpet,True,1978,2026-08-22
1978-336,Hong Kong,A,32.0,Hard,False,1978,2026-08-22
1978-337,Vienna,A,32.0,Hard,False,1978,2026-08-22
1978-338,Sydney Outdoor,A,64.0,Grass,False,1978,2026-08-22
1978-342,Aix en Provence,A,32.0,Clay,False,1978,2026-08-22
1978-343,Colombus,A,32.0,Clay,False,1978,2026-08-22
1978-347,Bournemouth,A,32.0,Clay,False,1978,2026-08-22
1978-349,Stowe,A,32.0,Hard,False,1978,2026-08-22
1978-352,Paris Indoor,A,32.0,Hard,True,1978,2026-08-22
1978-356,San Jose,A,32.0,Carpet,True,1978,2026-08-22
1978-359,Bogota,A,32.0,Clay,False,1978,2026-08-22
1978-361,Santiago,A,32.0,Clay,False,1978,2026-08-22
1978-362,Manila,A,32.0,Clay,False,1978,2026-08-22
1978-389,Denver,A,32.0,Carpet,True,1978,2026-08-22
1978-3934,WCT Challenge Cup,A,8.0,Hard,False,1978,2026-08-22
1978-401,Philadelphia WCT,A,64.0,Carpet,True,1978,2026-08-22
1978-402,Memphis,A,32.0,Carpet,True,1978,2026-08-22
1978-404,Palm Springs,A,64.0,Hard,False,1978,2026-08-22
1978-405,Houston WCT,A,32.0,Clay,False,1978,2026-08-22
1978-406,Brussels,A,32.0,Clay,False,1978,2026-08-22
1978-407,Rotterdam WCT,A,32.0,Carpet,True,1978,2026-08-22
1978-408,Milan WCT,A,32.0,Carpet,True,1978,2026-08-22
1978-410,Monte Carlo WCT,A,32.0,Clay,False,1978,2026-08-22
1978-412,Atlanta,A,32.0,Hard,False,1978,2026-08-22
1978-413,Las Vegas,A,32.0,Hard,False,1978,2026-08-22
1978-414,Hamburg,A,64.0,Clay,False,1978,2026-08-22
1978-415,Forest Hills WCT,A,16.0,Clay,False,1978,2026-08-22
1978-416,Rome,M,64.0,Clay,False,1978,2026-08-22
1978-417,Boston,A,64.0,Clay,False,1978,2026-08-22
1978-418,Washington,A,64.0,Clay,False,1978,2026-08-22
1978-419,Indianapolis,A,64.0,Clay,False,1978,2026-08-22
1978-421,Montreal / Toronto,M,48.0,Clay,False,1978,2026-08-22
1978-422,Cincinnati,M,64.0,Clay,False,1978,2026-08-22
1978-423,Los Angeles,A,64.0,Carpet,True,1978,2026-08-22
1978-424,San Francisco,A,64.0,Carpet,True,1978,2026-08-22
1978-425,Barcelona,A,64.0,Clay,False,1978,2026-08-22
1978-426,Johannesburg,A,32.0,Hard,False,1978,2026-08-22
1978-427,Sydney Indoor,A,32.0,Hard,True,1978,2026-08-22
1978-428,Tokyo Indoor,A,32.0,Carpet,True,1978,2026-08-22
1978-429,Stockholm,A,64.0,Hard,False,1978,2026-08-22
1978-430,Wembley,A,32.0,Carpet,True,1978,2026-08-22
1978-520,Roland Garros,G,128.0,Clay,False,1978,2026-08-22
1978-540,Wimbledon,G,128.0,Grass,False,1978,2026-08-22
1978-560,US Open,G,128.0,Hard,False,1978,2026-08-22
1978-580,Australian Open,G,64.0,Grass,False,1978,2026-08-22
1978-605,Masters,M,8.0,Carpet,True,1979,2026-08-22
1978-610,Dallas WCT,A,8.0,Carpet,True,1978,2026-08-22
1978-652,St. Louis WCT,A,32.0,Carpet,True,1978,2026-08-22
1978-660,Little Rock,A,32.0,Carpet,True,1978,2026-08-22
1978-663,Louisville,A,64.0,Clay,False,1978,2026-08-22
1978-680,Calcutta,A,32.0,Clay,False,1978,2026-08-22
1978-681,Miami,A,32.0,Carpet,True,1978,2026-08-22
1978-682,Springfield,A,32.0,Carpet,True,1978,2026-08-22
1978-683,Las Vegas,A,16.0,Carpet,True,1978,2026-08-22
1978-705,North Conway,A,64.0,Clay,False,1978,2026-08-22
1978-707,South Orange,A,32.0,Clay,False,1978,2026-08-22
1978-709,Sarasota,A,32.0,Carpet,True,1978,2026-08-22
1978-710,Washington Indoor,A,32.0,Carpet,True,1978,2026-08-22
1978-711,Tulsa,A,32.0,Hard,False,1978,2026-08-22
1978-715,New Orleans,A,32.0,Carpet,True,1978,2026-08-22
1978-716,Dayton,A,32.0,Carpet,True,1978,2026-08-22
1978-725,Birmingham,A,64.0,Grass,False,1978,2026-08-22
1978-802,Richmond WCT,A,32.0,Carpet,True,1978,2026-08-22
1978-807,Mexico City WCT,A,32.0,Hard,False,1978,2026-08-22
1978-816,Baltimore,A,32.0,Carpet,True,1978,2026-08-22
1978-819,Hartford,A,32.0,Carpet,True,1978,2026-08-22
1978-9205,Hartford,A,6.0,Carpet,True,1978,2026-08-22
1979-1725,Pepsi Grand Slam,A,4.0,Clay,False,1979,2026-08-22
1979-1727,Louisville,A,64.0,Hard,False,1979,2026-08-22
1979-1728,Lafayette,A,32.0,Carpet,True,1979,2026-08-22
1979-1729,Bombay,A,32.0,Clay,False,1979,2026-08-22
1979-205,Lagos,A,32.0,Hard,False,1979,2026-08-22
1979-206,Cairo,A,32.0,Clay,False,1979,2026-08-22
1979-254,Johannesburg,A,32.0,Hard,False,1979,2026-08-22
1979-277,Berlin,A,32.0,Clay,False,1979,2026-08-22
1979-301,Auckland,A,32.0,Hard,False,1979,2026-08-22
1979-303,Buenos Aires,A,32.0,Clay,False,1979,2026-08-22
1979-304,Nancy,A,32.0,Hard,False,1979,2026-08-22
1979-305,Nice,A,32.0,Clay,False,1979,2026-08-22
1979-308,Munich,A,32.0,Clay,False,1979,2026-08-22
1979-309,Madrid,A,64.0,Clay,False,1979,2026-08-22
1979-310,Florence,A,32.0,Clay,False,1979,2026-08-22
1979-311,Queen's Club,A,64.0,Grass,False,1979,2026-08-22
1979-312,Bologna,A,32.0,Carpet,True,1979,2026-08-22
1979-314,Gstaad,A,32.0,Clay,False,1979,2026-08-22
1979-315,Newport,A,32.0,Grass,False,1979,2026-08-22
1979-316,Bastad,A,32.0,Clay,False,1979,2026-08-22
1979-317,Hilversum,A,32.0,Clay,False,1979,2026-08-22
1979-319,Kitzbuhel,A,32.0,Clay,False,1979,2026-08-22
1979-320,Cleveland,A,32.0,Hard,False,1979,2026-08-22
1979-321,Stuttgart Outdoor,A,32.0,Clay,False,1979,2026-08-22
1979-323,Bordeaux,A,32.0,Clay,False,1979,2026-08-22
1979-324,Maui,A,48.0,Hard,False,1979,2026-08-22
1979-325,Palermo,A,32.0,Clay,False,1979,2026-08-22
1979-326,Brisbane,A,32.0,Grass,False,1979,2026-08-22
1979-328,Basel,A,32.0,Hard,False,1979,2026-08-22
1979-329,Tokyo Outdoor,A,64.0,Clay,False,1979,2026-08-22
1979-330,Tel Aviv,A,32.0,Hard,False,1979,2026-08-22
1979-332,Cologne,A,32.0,Hard,False,1979,2026-08-22
1979-333,Taipei,A,32.0,Carpet,True,1979,2026-08-22
1979-336,Hong Kong,A,32.0,Hard,False,1979,2026-08-22
1979-337,Vienna,A,48.0,Hard,False,1979,2026-08-22
1979-338,Sydney Outdoor,A,64.0,Grass,False,1979,2026-08-22
1979-339,Adelaide,A,32.0,Grass,False,1979,2026-08-22
1979-343,Colombus,A,32.0,Clay,False,1979,2026-08-22
1979-349,Stowe,A,32.0,Hard,False,1979,2026-08-22
1979-352,Paris Indoor,A,32.0,Hard,True,1979,2026-08-22
1979-353,Quito,A,32.0,Clay,False,1979,2026-08-22
1979-356,San Jose,A,32.0,Carpet,True,1979,2026-08-22
1979-357,Stuttgart Indoor,A,32.0,Hard,True,1979,2026-08-22
1979-359,Bogota,A,32.0,Clay,False,1979,2026-08-22
1979-361,Santiago,A,32.0,Clay,False,1979,2026-08-22
1979-389,Denver,A,32.0,Carpet,True,1979,2026-08-22
1979-3934,WCT Challenge Cup,A,8.0,Carpet,True,1979,2026-08-22
1979-401,Philadelphia,A,64.0,Carpet,True,1979,2026-08-22
1979-402,Memphis,A,64.0,Carpet,True,1979,2026-08-22
1979-404,Rancho Mirage,A,64.0,Hard,False,1979,2026-08-22
1979-405,Houston,A,32.0,Clay,False,1979,2026-08-22
1979-406,Brussels,A,32.0,Clay,False,1979,2026-08-22
1979-407,Rotterdam,A,32.0,Carpet,True,1979,2026-08-22
1979-408,Milan,A,32.0,Carpet,True,1979,2026-08-22
1979-410,Monte Carlo,A,32.0,Clay,False,1979,2026-08-22
1979-412,Atlanta,A,32.0,Hard,False,1979,2026-08-22
1979-413,Las Vegas,A,32.0,Hard,False,1979,2026-08-22
1979-414,Hamburg,A,64.0,Clay,False,1979,2026-08-22
1979-415,Forest Hills WCT,A,16.0,Clay,False,1979,2026-08-22
1979-416,Rome,M,64.0,Clay,False,1979,2026-08-22
1979-417,Boston,A,64.0,Clay,False,1979,2026-08-22
1979-418,Washington,A,64.0,Clay,False,1979,2026-08-22
1979-419,Indianapolis,A,64.0,Clay,False,1979,2026-08-22
1979-421,Montreal / Toronto,M,64.0,Hard,False,1979,2026-08-22
1979-422,Cincinnati,M,64.0,Hard,False,1979,2026-08-22
1979-423,Los Angeles,A,64.0,Carpet,True,1979,2026-08-22
1979-424,San Francisco,A,64.0,Carpet,True,1979,2026-08-22
1979-425,Barcelona,A,64.0,Clay,False,1979,2026-08-22
1979-426,Johannesburg,A,32.0,Hard,False,1979,2026-08-22
1979-427,Sydney Indoor,A,32.0,Hard,True,1979,2026-08-22
1979-428,Tokyo Indoor,A,32.0,Carpet,True,1979,2026-08-22
1979-429,Stockholm,A,64.0,Hard,False,1979,2026-08-22
1979-430,Wembley,A,32.0,Carpet,True,1979,2026-08-22
1979-520,Roland Garros,G,128.0,Clay,False,1979,2026-08-22
1979-540,Wimbledon,G,128.0,Grass,False,1979,2026-08-22
1979-560,US Open,G,128.0,Hard,False,1979,2026-08-22
1979-580,Australian Open,G,64.0,Grass,False,1979,2026-08-22
1979-605,Masters,M,8.0,Carpet,True,1980,2026-08-22
1979-610,Dallas WCT,A,8.0,Carpet,True,1979,2026-08-22
1979-660,Little Rock,A,32.0,Hard,False,1979,2026-08-22
1979-6880,Dorado Beach,A,6.0,Hard,False,1979,2026-08-22
1979-705,North Conway,A,64.0,Clay,False,1979,2026-08-22
1979-707,South Orange,A,32.0,Clay,False,1979,2026-08-22
1979-709,Sarasota,A,32.0,Carpet,True,1979,2026-08-22
1979-710,Washington Indoor,A,32.0,Carpet,True,1979,2026-08-22
1979-711,Tulsa,A,32.0,Hard,False,1979,2026-08-22
1979-712,Birmingham,A,32.0,Carpet,True,1979,2026-08-22
1979-713,Hobart,A,32.0,Grass,False,1979,2026-08-22
1979-714,San Jose,A,32.0,Hard,False,1979,2026-08-22
1979-715,New Orleans,A,32.0,Carpet,True,1979,2026-08-22
1979-716,Dayton,A,32.0,Carpet,True,1979,2026-08-22
1979-720,Surbiton,A,32.0,Grass,False,1979,2026-08-22
1979-802,Richmond WCT,A,32.0,Carpet,True,1979,2026-08-22
1979-816,Baltimore WCT,A,32.0,Carpet,True,1979,2026-08-22
1979-9205,New Haven,A,4.0,Carpet,True,1979,2026-08-22
1980-1725,Pepsi Grand Slam,A,4.0,Clay,False,1980,2026-08-22
1980-205,Lagos,A,32.0,Clay,False,1980,2026-08-22
1980-206,Cairo,A,32.0,Clay,False,1980,2026-08-22
1980-208,Vienna,A,32.0,Clay,False,1980,2026-08-22
1980-243,Perth,A,64.0,Grass,False,1980,2026-08-22
1980-254,Johannesburg,A,32.0,Hard,False,1980,2026-08-22
1980-275,Sao Paulo,A,32.0,Carpet,True,1980,2026-08-22
1980-301,Auckland,A,32.0,Hard,False,1980,2026-08-22
1980-303,Buenos Aires,A,32.0,Clay,False,1980,2026-08-22
1980-305,Nice,A,32.0,Clay,False,1980,2026-08-22
1980-308,Munich,A,32.0,Clay,False,1980,2026-08-22
1980-309,Madrid,A,64.0,Clay,False,1980,2026-08-22
1980-310,Florence,A,32.0,Clay,False,1980,2026-08-22
1980-311,Queen's Club,A,64.0,Grass,False,1980,2026-08-22
1980-312,Bologna,A,32.0,Carpet,True,1980,2026-08-22
1980-314,Gstaad,A,32.0,Clay,False,1980,2026-08-22
1980-315,Newport,A,32.0,Grass,False,1980,2026-08-22
1980-316,Bastad,A,32.0,Clay,False,1980,2026-08-22
1980-317,Hilversum,A,32.0,Clay,False,1980,2026-08-22
1980-319,Kitzbuhel,A,32.0,Clay,False,1980,2026-08-22
1980-320,Cleveland,A,32.0,Hard,False,1980,2026-08-22
1980-321,Stuttgart Outdoor,A,32.0,Clay,False,1980,2026-08-22
1980-322,Geneva,A,32.0,Clay,False,1980,2026-08-22
1980-323,Bordeaux,A,32.0,Clay,False,1980,2026-08-22
1980-324,Maui,A,32.0,Hard,False,1980,2026-08-22
1980-325,Palermo,A,32.0,Clay,False,1980,2026-08-22
1980-326,Brisbane,A,32.0,Grass,False,1980,2026-08-22
1980-328,Basel,A,32.0,Hard,False,1980,2026-08-22
1980-329,Tokyo Outdoor,A,64.0,Clay,False,1980,2026-08-22
1980-330,Tel Aviv,A,32.0,Hard,False,1980,2026-08-22
1980-331,Melbourne Indoor,A,32.0,Carpet,True,1980,2026-08-22
1980-332,Cologne,A,32.0,Hard,False,1980,2026-08-22
1980-333,Taipei,A,32.0,Carpet,True,1980,2026-08-22
1980-334,Bangkok,A,32.0,Carpet,True,1980,2026-08-22
1980-336,Hong Kong,A,32.0,Hard,False,1980,2026-08-22
1980-337,Vienna,A,64.0,Hard,False,1980,2026-08-22
1980-338,Sydney Outdoor,A,64.0,Grass,False,1980,2026-08-22
1980-341,Metz,A,32.0,Carpet,True,1980,2026-08-22
1980-343,Colombus,A,32.0,Hard,False,1980,2026-08-22
1980-347,Bournemouth,A,32.0,Clay,False,1980,2026-08-22
1980-348,Frankfurt,A,32.0,Carpet,True,1980,2026-08-22
1980-349,Stowe,A,32.0,Hard,False,1980,2026-08-22
1980-352,Paris Indoor,A,32.0,Carpet,True,1980,2026-08-22
1980-353,Quito,A,32.0,Clay,False,1980,2026-08-22
1980-355,WCT Invitational,A,8.0,Carpet,True,1980,2026-08-22
1980-357,Stuttgart Indoor,A,32.0,Hard,True,1980,2026-08-22
1980-358,San Juan,A,32.0,Hard,False,1980,2026-08-22
1980-359,Bogota,A,32.0,Clay,False,1980,2026-08-22
1980-361,Santiago,A,32.0,Clay,False,1980,2026-08-22
1980-364,Sofia,A,32.0,Carpet,True,1980,2026-08-22
1980-376,Republic Of China,A,32.0,Carpet,True,1980,2026-08-22
1980-389,Denver,A,32.0,Carpet,True,1980,2026-08-22
1980-3934,WCT Challenge Cup,A,8.0,Carpet,True,1980,2026-08-22
1980-401,Philadelphia,A,64.0,Carpet,True,1980,2026-08-22
1980-402,Memphis,A,64.0,Carpet,True,1980,2026-08-22
1980-404,Rancho Mirage,A,64.0,Hard,False,1980,2026-08-22
1980-405,Houston,A,32.0,Clay,False,1980,2026-08-22
1980-406,Brussels,A,32.0,Clay,False,1980,2026-08-22
1980-407,Rotterdam,A,32.0,Carpet,True,1980,2026-08-22
1980-408,Milan,A,32.0,Carpet,True,1980,2026-08-22
1980-410,Monte Carlo,A,32.0,Clay,False,1980,2026-08-22
1980-412,Atlanta,A,32.0,Hard,False,1980,2026-08-22
1980-413,Las Vegas,A,32.0,Hard,False,1980,2026-08-22
1980-414,Hamburg,A,64.0,Clay,False,1980,2026-08-22
1980-415,Forest Hills WCT,A,32.0,Clay,False,1980,2026-08-22
1980-416,Rome,M,64.0,Clay,False,1980,2026-08-22
1980-417,Boston,A,64.0,Clay,False,1980,2026-08-22
1980-418,Washington,A,64.0,Clay,False,1980,2026-08-22
1980-419,Indianapolis,A,64.0,Clay,False,1980,2026-08-22
1980-421,Montreal / Toronto,M,64.0,Hard,False,1980,2026-08-22
1980-422,Cincinnati,M,64.0,Hard,False,1980,2026-08-22
1980-423,Los Angeles,A,64.0,Hard,False,1980,2026-08-22
1980-424,San Francisco,A,64.0,Carpet,True,1980,2026-08-22
1980-425,Barcelona,A,64.0,Clay,False,1980,2026-08-22
1980-426,Johannesburg,A,32.0,Hard,False,1980,2026-08-22
1980-427,Sydney Indoor,A,32.0,Hard,True,1980,2026-08-22
1980-428,Tokyo Indoor,A,32.0,Carpet,True,1980,2026-08-22
1980-429,Stockholm,A,32.0,Carpet,True,1980,2026-08-22
1980-430,Wembley,A,32.0,Carpet,True,1980,2026-08-22
1980-520,Roland Garros,G,128.0,Clay,False,1980,2026-08-22
1980-540,Wimbledon,G,128.0,Grass,False,1980,2026-08-22
1980-560,US Open,G,128.0,Hard,False,1980,2026-08-22
1980-580,Australian Open,G,64.0,Grass,False,1980,2026-08-22
1980-583,Manchester,A,64.0,Grass,False,1980,2026-08-22
1980-605,Masters,M,8.0,Carpet,True,1981,2026-08-22
1980-610,Dallas WCT,A,8.0,Carpet,True,1980,2026-08-22
1980-705,North Conway,A,64.0,Clay,False,1980,2026-08-22
1980-707,South Orange,A,32.0,Clay,False,1980,2026-08-22
1980-709,Sarasota,A,32.0,Clay,False,1980,2026-08-22
1980-710,Washington-2,A,32.0,Carpet,True,1980,2026-08-22
1980-711,Tulsa,A,32.0,Hard,False,1980,2026-08-22
1980-712,Birmingham,A,32.0,Carpet,True,1980,2026-08-22
1980-713,Hobart,A,32.0,Hard,False,1979,2026-08-22
1980-714,San Jose,A,32.0,Hard,False,1980,2026-08-22
1980-715,New Orleans,A,32.0,Carpet,True,1980,2026-08-22
1980-716,Dayton,A,32.0,Carpet,True,1980,2026-08-22
1980-717,Palm Harbor,A,32.0,Hard,False,1980,2026-08-22
1980-720,Surbiton,A,32.0,Grass,False,1980,2026-08-22
1980-802,Richmond WCT,A,32.0,Carpet,True,1980,2026-08-22
1980-816,Baltimore WCT,A,32.0,Carpet,True,1980,2026-08-22
1981-1725,Pepsi Grand Slam,A,4.0,Clay,False,1981,2026-08-22
1981-204,Vina del Mar,A,32.0,Clay,False,1981,2026-08-22
1981-206,Cairo,A,32.0,Clay,False,1981,2026-08-22
1981-237,Guaruja,A,32.0,Hard,False,1981,2026-08-22
1981-254,Johannesburg,A,32.0,Hard,False,1981,2026-08-22
1981-273,Brussels,A,32.0,Clay,False,1981,2026-08-22
1981-294,Mexico City,A,32.0,Clay,False,1981,2026-08-22
1981-301,Auckland,A,32.0,Hard,False,1981,2026-08-22
1981-303,Buenos Aires,A,32.0,Clay,False,1981,2026-08-22
1981-304,Nancy,A,32.0,Hard,False,1981,2026-08-22
1981-305,Nice,A,32.0,Clay,False,1981,2026-08-22
1981-308,Munich,A,32.0,Clay,False,1981,2026-08-22
1981-309,Madrid,A,32.0,Clay,False,1981,2026-08-22
1981-310,Florence,A,32.0,Clay,False,1981,2026-08-22
1981-311,Queen's Club,A,64.0,Grass,False,1981,2026-08-22
1981-312,Bologna,A,32.0,Carpet,True,1981,2026-08-22
1981-313,Bristol,A,32.0,Grass,False,1981,2026-08-22
1981-314,Gstaad,A,32.0,Clay,False,1981,2026-08-22
1981-315,Newport,A,32.0,Grass,False,1981,2026-08-22
1981-316,Bastad,A,32.0,Clay,False,1981,2026-08-22
1981-317,Hilversum,A,32.0,Clay,False,1981,2026-08-22
1981-319,Kitzbuhel,A,64.0,Clay,False,1981,2026-08-22
1981-320,Cleveland,A,32.0,Hard,False,1981,2026-08-22
1981-321,Stuttgart Outdoor,A,32.0,Clay,False,1981,2026-08-22
1981-322,Geneva,A,32.0,Clay,False,1981,2026-08-22
1981-323,Bordeaux,A,32.0,Clay,False,1981,2026-08-22
1981-324,Maui,A,32.0,Hard,False,1981,2026-08-22
1981-325,Palermo,A,32.0,Clay,False,1981,2026-08-22
1981-326,Brisbane,A,32.0,Grass,False,1981,2026-08-22
1981-328,Basel,A,32.0,Hard,False,1981,2026-08-22
1981-329,Tokyo Outdoor,A,64.0,Clay,False,1981,2026-08-22
1981-330,Tel Aviv,A,32.0,Hard,False,1981,2026-08-22
1981-331,Melbourne Indoor,A,32.0,Carpet,True,1981,2026-08-22
1981-332,Cologne,A,32.0,Hard,False,1981,2026-08-22
1981-333,Taipei,A,32.0,Carpet,True,1981,2026-08-22
1981-334,Bangkok,A,32.0,Carpet,True,1981,2026-08-22
1981-336,Hong Kong,A,32.0,Hard,False,1981,2026-08-22
1981-337,Vienna,A,64.0,Hard,False,1981,2026-08-22
1981-338,Sydney Outdoor,A,64.0,Grass,False,1981,2026-08-22
1981-339,Adelaide,A,32.0,Grass,False,1981,2026-08-22
1981-343,Columbus,A,32.0,Hard,False,1981,2026-08-22
1981-345,Monterrey WCT,A,32.0,Carpet,True,1981,2026-08-22
1981-346,Tampa,A,32.0,Hard,False,1981,2026-08-22
1981-347,Bournemouth,A,32.0,Clay,False,1981,2026-08-22
1981-348,Frankfurt,A,32.0,Carpet,True,1981,2026-08-22
1981-349,Stowe,A,32.0,Hard,False,1981,2026-08-22
1981-351,Linz,A,32.0,Hard,False,1981,2026-08-22
1981-352,Paris Indoor,A,32.0,Hard,True,1981,2026-08-22
1981-353,Quito,A,32.0,Clay,False,1981,2026-08-22
1981-355,Salisbury WCT,A,8.0,Carpet,True,1981,2026-08-22
1981-356,Napa,A,32.0,Hard,False,1981,2026-08-22
1981-357,Stuttgart Indoor,A,32.0,Hard,True,1981,2026-08-22
1981-358,San Juan,A,32.0,Hard,False,1981,2026-08-22
1981-361,Santiago,A,32.0,Clay,False,1981,2026-08-22
1981-362,Manila,A,32.0,Clay,False,1981,2026-08-22
1981-364,Sofia,A,32.0,Carpet,True,1981,2026-08-22
1981-389,Denver,A,32.0,Carpet,True,1981,2026-08-22
1981-392,Mar Del Plata,A,32.0,Clay,False,1981,2026-08-22
1981-401,Philadelphia,A,64.0,Carpet,True,1981,2026-08-22
1981-402,Memphis,A,64.0,Carpet,True,1981,2026-08-22
1981-405,Houston,A,32.0,Clay,False,1981,2026-08-22
1981-406,Brussels,A,32.0,Carpet,True,1981,2026-08-22
1981-407,Rotterdam,A,32.0,Hard,False,1981,2026-08-22
1981-408,Milan,A,32.0,Carpet,True,1981,2026-08-22
1981-410,Monte Carlo,A,32.0,Clay,False,1981,2026-08-22
1981-412,Atlanta,A,32.0,Hard,False,1981,2026-08-22
1981-413,Las Vegas,A,32.0,Hard,False,1981,2026-08-22
1981-414,Hamburg,A,64.0,Clay,False,1981,2026-08-22
1981-415,Forest Hills WCT,A,64.0,Clay,False,1981,2026-08-22
1981-416,Rome,M,64.0,Clay,False,1981,2026-08-22
1981-417,Boston,A,64.0,Clay,False,1981,2026-08-22
1981-418,Washington,A,64.0,Clay,False,1981,2026-08-22
1981-419,Indianapolis,A,64.0,Clay,False,1981,2026-08-22
1981-421,Montreal / Toronto,M,64.0,Hard,False,1981,2026-08-22
1981-422,Cincinnati,M,64.0,Hard,False,1981,2026-08-22
1981-423,Los Angeles,A,32.0,Hard,False,1981,2026-08-22
1981-424,San Francisco,A,64.0,Carpet,True,1981,2026-08-22
1981-425,Barcelona,A,64.0,Clay,False,1981,2026-08-22
1981-426,Johannesburg,A,32.0,Hard,False,1981,2026-08-22
1981-427,Sydney Indoor,A,32.0,Hard,True,1981,2026-08-22
1981-428,Tokyo Indoor,A,32.0,Carpet,True,1981,2026-08-22
1981-429,Stockholm,A,64.0,Hard,False,1981,2026-08-22
1981-430,Wembley,A,32.0,Carpet,True,1981,2026-08-22
1981-520,Roland Garros,G,128.0,Clay,False,1981,2026-08-22
1981-540,Wimbledon,G,128.0,Grass,False,1981,2026-08-22
1981-560,US Open,G,128.0,Hard,False,1981,2026-08-22
1981-580,Australian Open,G,64.0,Grass,False,1981,2026-08-22
1981-605,Masters,M,8.0,Carpet,True,1982,2026-08-22
1981-610,Dallas WCT,A,8.0,Carpet,True,1981,2026-08-22
1981-702,Venice,A,32.0,Clay,False,1981,2026-08-22
1981-705,North Conway,A,64.0,Clay,False,1981,2026-08-22
1981-707,South Orange,A,32.0,Clay,False,1981,2026-08-22
1981-708,La Quinta,A,64.0,Hard,False,1981,2026-08-22
1981-802,Richmond WCT,A,32.0,Carpet,True,1981,2026-08-22
1982-201,Guaruja,A,32.0,Clay,False,1982,2026-08-22
1982-204,Vina del Mar,A,32.0,Clay,False,1982,2026-08-22
